Manufacturer,Category,Screen_Size,RAM,GPU,Weight,Screen_resolution,IPS_Panel,Retina_Display,Touchscreen,Quad_HD_plus,GHz,Intel,AMD,Storage_Size,Storage_Size2,Storage_Type,Storage_Type2,os,Weight_KG,Price
Asus,Notebook,15.6,8,Intel HD Graphics 620,2.37kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.37,199803.0
Lenovo,Notebook,14.0,8,AMD Radeon R7 M460,1.5kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,No OS,1.5,213141.0
Lenovo,Notebook,15.6,8,Nvidia Quadro M2200M,2.67kg,1920x1080,0,0,0,0,2.9,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.67,55752.6
Asus,Notebook,15.6,4,Intel HD Graphics 500,2kg,1366x768,0,0,0,0,1.1,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.0,81094.8
Acer,Notebook,15.6,4,Nvidia GeForce GTX 940MX,2.2kg,1366x768,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,125110.2
Dell,Notebook,15.6,8,AMD Radeon 530,2.02kg,1920x1080,0,0,0,0,1.6,1,0,2TB,NaN,HDD,NaN,Windows - 10,2.02,202470.6
HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,3.78kg,1920x1080,1,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,3.78,45322.5
Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,1.4kg,2560x1440,1,0,0,1,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.4,49563.9
HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,1.29kg,3840x2160,1,0,1,0,1.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.29,53325.299999999996
HP,Notebook,15.6,8,AMD FirePro W4190M ,1.9kg,1920x1080,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.9,30783.899999999998
Google,Ultrabook,12.3,8,Intel HD Graphics 615,1.1kg,2400x1600,0,0,1,0,1.2,1,0,128GB,NaN,SSD,NaN,Chrome OS,1.1,34011.9
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.42kg,1920x1080,0,0,1,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.42,49133.1
Asus,Notebook,15.6,12,Intel HD Graphics 530,2.06kg,3840x2160,1,0,0,0,2.6,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.06,34652.1
Dell,Notebook,14.0,8,Intel HD Graphics 520,1.79kg,1366x768,0,0,0,0,2.3,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.79,197402.4
Dell,Workstation,15.6,8,Nvidia Quadro M1200,1.78kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.78,64235.7
Lenovo,Notebook,14.0,8,Intel HD Graphics 620,1.7kg,1920x1080,0,0,0,0,2.5,1,0,1GB,NaN,SSD,NaN,Windows - 10,1.7,36385.799999999996
Dell,Notebook,15.6,8,AMD Radeon 520,2.2kg,1920x1080,0,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,180063.0
Toshiba,Notebook,13.3,8,Intel HD Graphics 620,1.05kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.05,44602.2
Dell,Notebook,15.6,8,Nvidia GeForce 940MX,2.16kg,1920x1080,1,0,0,0,1.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.16,33665.1
Dell,Notebook,15.6,4,Intel HD Graphics 620,2.18kg,1366x768,0,0,0,0,2.4,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,156481.19999999998
HP,Notebook,13.3,4,Intel UHD Graphics 620,1.49kg,1920x1080,1,0,0,0,1.6,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.49,193667.69999999998
Chuwi,Notebook,15.6,4,Intel HD Graphics,1.89kg,1920x1080,0,0,0,0,1.44,1,0,64GB,NaN,Flash Storage,NaN,Windows - 10,1.89,66396.3
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.3kg,1366x768,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.3,150719.4
Lenovo,Notebook,14.0,8,Intel UHD Graphics 620,1.75kg,1920x1080,1,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.75,279831.0
Dell,Workstation,15.6,16,Nvidia Quadro M620,2.17kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.17,62368.2
Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,2.06kg,1920x1080,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.06,50657.7
Lenovo,Ultrabook,12.5,16,Intel HD Graphics 620,1.36kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.36,47963.4
Asus,Ultrabook,12.5,16,Intel HD Graphics 620,0.91kg,1920x1080,0,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,0.91,52018.2
Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,2.3kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.3,269958.3
Toshiba,Ultrabook,13.3,32,Intel HD Graphics 620,1.05kg,1920x1080,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.05,74666.09999999999
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,1.99kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,1.99,36012.6
Acer,Notebook,15.6,8,AMD Radeon RX 540,2.2kg,1366x768,0,0,0,0,2.5,0,1,1TB,NaN,HDD,NaN,Windows - 10,2.2,154453.8
Asus,Gaming,17.3,24,Nvidia GeForce GTX 965M,4.33kg,1920x1080,1,0,1,0,2.6,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.33,33851.7
Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,1.3kg,1366x768,1,0,0,0,2.3,1,0,1GB,NaN,SSD,NaN,Windows - 10,1.3,293169.0
Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,2.17kg,1920x1080,0,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.17,239790.3
HP,Notebook,14.0,8,Intel HD Graphics 620,1.48kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,SSD,NaN,Windows - 10,1.48,46656.299999999996
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,1.4kg,1920x1080,1,0,0,0,2.4,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.4,253155.0
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,2.3kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.3,243018.3
Asus,Netbook,11.6,4,Intel HD Graphics 500,1.2kg,1366x768,0,0,0,0,1.1,1,0,64GB,NaN,Flash Storage,NaN,Windows - 10 S,1.2,90698.4
HP,Notebook,15.6,8,AMD Radeon 520,1.91kg,1366x768,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.91,165121.5
Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,1.4kg,1920x1080,1,0,1,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.4,42654.9
Lenovo,Notebook,14.0,4,Intel HD Graphics 500,2.1kg,1366x768,0,0,0,0,1.1,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,79761.0
Lenovo,Netbook,11.6,4,Intel HD Graphics 400,1.25kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,SSD,NaN,Chrome OS,1.25,70691.4
Lenovo,Notebook,13.3,8,Intel HD Graphics 620,1.44kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.44,253155.0
Asus,Notebook,15.6,8,Intel HD Graphics 620,2kg,1920x1080,0,0,0,0,2.7,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.0,32651.399999999998
Acer,Notebook,15.6,4,Nvidia GeForce MX150,2.2kg,1920x1080,1,0,0,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,163523.69999999998
HP,Ultrabook,13.3,8,Intel HD Graphics 620,1.34kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.34,35292.299999999996
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,2.4kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,No OS,2.4,30650.699999999997
Dell,Ultrabook,13.3,8,Intel HD Graphics 620,1.29kg,1920x1080,1,0,1,0,2.5,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.29,239817.0
Acer,Notebook,15.6,4,Nvidia GeForce 940MX,2.2kg,1920x1080,0,0,0,0,2.7,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,170459.4
Dell,Notebook,15.6,8,Intel HD Graphics 620,2.18kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,223011.3
Dell,Notebook,15.6,16,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.8,1,0,256GB,2TB,SSD ,HDD,Windows - 10,2.2,32524.199999999997
Xiaomi,Notebook,15.6,16,Nvidia GeForce MX150,1.95kg,1920x1080,1,0,0,0,1.8,1,0,256GB,NaN,SSD,NaN,No OS,1.95,37344.9
Asus,Netbook,11.6,2,Intel HD Graphics 500,1.1kg,1366x768,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.1,65356.2
HP,Notebook,15.6,4,Intel UHD Graphics 620,2.04kg,1366x768,0,0,1,0,1.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.04,139107.3
Asus,Gaming,15.6,24,Nvidia GeForce GTX1080,2.24kg,1920x1080,0,0,0,0,2.8,1,0,512GB,NaN,SSD,NaN,Windows - 10,2.24,79174.2
HP,Notebook,15.6,8,Nvidia GeForce 930MX,2.04kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.04,237149.4
Asus,Gaming,17.3,16,Nvidia GeForce GTX1050 Ti,3kg,1920x1080,0,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.0,40120.5
Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,3.2kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.2,37319.7
HP,Ultrabook,13.3,8,Intel HD Graphics 620,1.32kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.32,37319.7
Dell,Notebook,14.0,8,Intel HD Graphics 620,1.64kg,1920x1080,0,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.64,34137.9
HP,Notebook,15.6,4,Intel HD Graphics 520,1.63kg,1366x768,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.63,183797.4
Dell,Notebook,17.3,8,AMD Radeon 530,2.8kg,1920x1080,1,0,0,0,1.6,1,0,128GB,1TB,SSD ,HDD,Linux,2.8,237149.4
Lenovo,Notebook,14.0,8,Intel HD Graphics 520,2.02kg,1920x1080,0,0,0,0,2.3,1,0,256GB,NaN,SSD,NaN,Windows - 7,2.02,35745.6
Lenovo,Notebook,15.6,4,Nvidia GeForce 920MX,2.2kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,213141.0
Lenovo,Notebook,15.6,8,Nvidia GeForce 920MX ,2.2kg,1366x768,0,0,0,0,2.0,1,0,2TB,NaN,HDD,NaN,No OS,2.2,122442.59999999999
Dell,Notebook,15.6,4,AMD Radeon R5 M430,2.3kg,1920x1080,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.3,156054.6
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.9,36732.6
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.42kg,1920x1080,1,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,4.42,80368.5
Toshiba,Notebook,15.6,8,Intel HD Graphics 620,2.0kg,1920x1080,1,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.0,229413.6
Asus,Notebook,15.6,8,Nvidia GeForce GTX 960M,2kg,3840x2160,1,0,0,0,2.7,1,0,256GB,1TB,SSD ,HDD,Windows - 10,2.0,34652.1
Mediacom,Notebook,13.3,4,Intel HD Graphics 500,1.2kg,1920x1080,1,0,0,0,1.1,1,0,32GB,NaN,SSD,NaN,Windows - 10,1.2,98434.2
Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,2.3kg,1920x1080,1,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.3,43988.7
Dell,Notebook,15.6,8,Nvidia GeForce 930MX,1.93kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.93,36519.299999999996
Dell,Notebook,15.6,8,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,212716.8
HP,Notebook,15.6,4,Intel HD Graphics 405,1.86kg,1920x1080,0,0,0,0,1.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.86,106434.3
HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,2.62kg,1920x1080,0,0,0,0,2.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.62,47990.1
Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,1.87kg,1920x1080,1,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.87,229146.6
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.2kg,3200x1800,0,0,1,1,1.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.2,37319.7
Dell,Notebook,14.0,4,Intel HD Graphics 520,1.6kg,1920x1080,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.6,196300.5
HP,Ultrabook,13.3,8,Intel HD Graphics 620,1.34kg,3200x1800,1,0,0,1,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.34,30543.899999999998
Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,2.4kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Linux,2.4,212874.3
Asus,Notebook,15.6,4,AMD Radeon R2 Graphics,2kg,1366x768,0,0,0,0,1.8,0,1,500GB,NaN,HDD,NaN,Windows - 10,2.0,93099.0
HP,Notebook,15.6,4,Intel HD Graphics 620,2.1kg,1920x1080,0,0,0,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.1,188199.0
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,1.87kg,1920x1080,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.87,209406.6
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.15kg,1920x1080,0,0,0,0,2.3,1,0,1TB,NaN,HDD,NaN,No OS,2.15,123336.29999999999
HP,Notebook,15.6,4,Intel HD Graphics 520,1.86kg,1920x1080,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.86,105903.59999999999
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,1.99kg,1920x1080,1,0,0,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.99,46122.6
Lenovo,Notebook,15.6,4,Intel HD Graphics 520,2.2kg,1920x1080,0,0,0,0,2.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.2,133113.0
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.9,297968.1
Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.42kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.42,71998.5
HP,Notebook,17.3,8,Intel HD Graphics 520,2.65kg,1600x900,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.65,145157.4
HP,Notebook,17.3,8,Nvidia GeForce 930MX,2.63kg,1920x1080,0,0,0,0,2.7,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.63,34145.1
Asus,Notebook,15.6,4,Intel HD Graphics 500,2kg,1366x768,0,0,0,0,1.1,1,0,500GB,NaN,HDD,NaN,Linux,2.0,59754.0
Mediacom,Notebook,13.3,4,Intel HD Graphics,1.35kg,1920x1080,1,0,0,0,1.44,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.35,68023.8
Lenovo,Notebook,17.3,6,Nvidia GeForce 940MX,2.8kg,1600x900,0,0,0,0,2.7,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.8,253155.0
HP,Notebook,15.6,6,AMD Radeon 530,1.91kg,1920x1080,1,0,0,0,2.5,0,1,128GB,NaN,SSD,NaN,Windows - 10,1.91,151759.5
Dell,Notebook,15.6,4,AMD Radeon R5 M420,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.18,164830.8
Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,1.25kg,1920x1080,1,0,1,0,2.0,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.25,93099.0
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,2.05kg,1920x1080,0,0,0,0,2.7,1,0,128GB,NaN,SSD,NaN,Windows - 10,2.05,168058.8
HP,Ultrabook,13.3,16,Intel HD Graphics 515,1.16kg,3200x1800,1,0,1,1,1.2,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.16,52418.1
Lenovo,Notebook,17.3,8,Nvidia Quadro M620M,3.4kg,1920x1080,1,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,3.4,80001.3
Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,2.5kg,1920x1080,0,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.5,223811.4
Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,1.21kg,3840x2160,1,0,1,0,1.6,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.21,42654.9
Dell,Notebook,15.6,4,Intel HD Graphics 620,1.93kg,1366x768,0,0,0,0,2.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.93,255822.59999999998
Fujitsu,Notebook,15.6,8,Intel HD Graphics 620,2.2kg,1366x768,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,197135.4
Lenovo,Notebook,15.6,4,Intel HD Graphics 505,2.2kg,1920x1080,0,0,0,0,1.1,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.2,91765.2
Lenovo,Notebook,14.0,4,Intel HD Graphics 620,2.02kg,1366x768,0,0,0,0,2.5,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.02,264092.39999999997
HP,Workstation,17.3,8,Nvidia Quadro M1200,3.14kg,1600x900,0,0,0,0,2.8,1,0,500GB,NaN,HDD,NaN,Windows - 10,3.14,49643.7
HP,Notebook,14.0,8,Intel HD Graphics 405,1.94kg,1366x768,0,0,0,0,1.6,1,0,2TB,NaN,HDD,NaN,Windows - 10,1.94,103769.4
HP,Notebook,15.6,6,AMD Radeon 530,1.95kg,1920x1080,1,0,0,0,3.0,0,1,256GB,NaN,SSD,NaN,Windows - 10,1.95,173127.0
Lenovo,Notebook,15.6,8,Intel HD Graphics 620,2.3kg,1920x1080,0,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.3,221410.8
Lenovo,Notebook,15.6,4,Intel HD Graphics 620,2.05kg,1920x1080,0,0,0,0,1.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.05,182730.6
Mediacom,Notebook,14.0,4,Intel HD Graphics,1.4kg,1920x1080,0,0,0,0,1.44,1,0,32GB,NaN,SSD,NaN,Windows - 10,1.4,66423.0
Toshiba,Ultrabook,14.0,16,Intel HD Graphics 620,1.24kg,1920x1080,0,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.24,49750.5
Lenovo,Gaming,17.3,32,Nvidia GeForce GTX 1070,4.6kg,1920x1080,1,0,0,0,2.7,1,0,256GB,1TB,SSD ,HDD,Windows - 10,4.6,71037.9
MSI,Gaming,17.3,16,Nvidia GeForce GTX 1070,4.14kg,1920x1080,0,0,0,0,2.9,1,0,512GB,1TB,SSD ,HDD,Windows - 10,4.14,72798.59999999999
Dell,Notebook,15.6,8,AMD Radeon R5 M430,2.2kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Linux,2.2,199805.69999999998
Mediacom,Notebook,14.0,4,Intel HD Graphics 500,1.45kg,1920x1080,1,0,0,0,1.1,1,0,32GB,NaN,SSD,NaN,Windows - 10,1.45,103769.4
Dell,Notebook,15.6,8,Intel HD Graphics 620,1.9kg,1366x768,0,0,0,0,2.6,1,0,500GB,NaN,HDD,NaN,Windows - 10,1.9,269032.5
HP,Notebook,13.3,4,Intel HD Graphics 620,1.49kg,1920x1080,0,0,0,0,2.4,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.49,191800.19999999998
Dell,Notebook,15.6,16,Nvidia GeForce 930MX,1.93kg,1920x1080,0,0,0,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.93,41011.2
Dell,Netbook,11.6,4,Intel HD Graphics 400,1.26kg,1366x768,0,0,0,0,1.6,1,0,16GB,NaN,Flash Storage,NaN,Chrome OS,1.26,78694.2
MSI,Gaming,17.3,16,Nvidia GeForce GTX 980M,4.5kg,1920x1080,0,0,0,0,2.7,1,0,128GB,1TB,SSD ,HDD,Windows - 10,4.5,62661.899999999994
HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,3.78kg,1920x1080,1,0,0,0,2.8,1,0,256GB,1TB,SSD ,HDD,Windows - 10,3.78,39960.6
Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,1.4kg,1920x1080,1,0,0,0,2.6,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.4,44628.9
Lenovo,Notebook,15.6,12,Intel HD Graphics 620,2.2kg,1366x768,0,0,1,0,1.8,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,162456.6
Asus,Gaming,17.3,8,Nvidia GeForce GTX 1060,2.73kg,1920x1080,1,0,0,0,2.5,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.73,47216.4
Asus,2 in 1 Convertible,15.6,8,Intel HD Graphics 520,2.2kg,1366x768,0,0,1,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.2,197135.4
Lenovo,Notebook,15.6,12,AMD Radeon 530,2.2kg,1920x1080,0,0,0,0,3.6,0,1,512GB,NaN,SSD,NaN,Windows - 10,2.2,253155.0
Dell,2 in 1 Convertible,11.6,4,Intel HD Graphics 615,1.39kg,1366x768,0,0,1,0,1.0,1,0,128GB,NaN,SSD,NaN,Windows - 10,1.39,160856.1
Samsung,Notebook,15.6,16,Nvidia GeForce GTX 1050,2.5kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,2.5,45322.5
Lenovo,Notebook,17.3,4,Intel HD Graphics 520,2.8kg,1920x1080,0,0,0,0,2.0,1,0,500GB,NaN,HDD,NaN,No OS,2.8,141115.8
Lenovo,Notebook,15.6,8,Intel HD Graphics 520,2.29kg,1366x768,0,0,0,0,2.3,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.29,122442.59999999999
Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,1.37kg,1920x1080,1,0,1,0,2.7,1,0,512GB,NaN,SSD,NaN,Windows - 10,1.37,54018.9
Lenovo,Notebook,14.0,8,Intel HD Graphics 630,1.7kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.7,39320.4
Dell,2 in 1 Convertible,12.5,8,Intel HD Graphics 620,1.34kg,1920x1080,0,0,1,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.34,44548.799999999996
Dell,Workstation,15.6,8,Nvidia Quadro M620,2.06kg,1920x1080,0,0,1,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.06,47029.5
HP,Notebook,15.6,8,Intel HD Graphics 620,1.84kg,1920x1080,0,0,0,0,2.7,1,0,256GB,NaN,SSD,NaN,Windows - 10,1.84,32517.899999999998
HP,Notebook,15.6,4,Intel HD Graphics 620,2.1kg,1366x768,0,0,0,0,2.4,1,0,500GB,NaN,HDD,NaN,Windows - 10,2.1,178323.6
Acer,Notebook,14.0,4,Intel HD Graphics 500,1.6kg,1920x1080,0,0,0,0,1.1,1,0,32GB,NaN,Flash Storage,NaN,Windows - 10,1.6,87763.8
MSI,Gaming,17.3,16,Nvidia GeForce GTX 970M,4.14kg,1920x1080,0,0,0,0,2.7,1,0,128GB,1TB,SSD ,HDD,Windows - 10,4.14,58660.5
Dell,Notebook,15.6,4,AMD Radeon R5 M420,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Linux,2.18,124043.4
MSI,Gaming,15.6,16,Nvidia GeForce GTX 1060,1.8kg,3840x2160,0,0,0,0,2.8,1,0,256GB,2TB,SSD ,HDD,Windows - 10,1.8,61328.1
Toshiba,Notebook,15.6,8,Intel HD Graphics 520,2.2kg,1920x1080,1,0,0,0,2.5,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.2,37319.7
Lenovo,Notebook,15.6,6,Intel HD Graphics 620,2.4kg,1920x1080,0,0,0,0,2.5,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.4,150452.4
Lenovo,2 in 1 Convertible,15.6,8,Intel HD Graphics 630,2kg,1920x1080,1,0,1,0,2.8,1,0,256GB,NaN,SSD,NaN,Windows - 10,2.0,34652.1
Acer,Notebook,14.0,4,Intel HD Graphics 405,1.6kg,1366x768,0,0,0,0,1.6,1,0,128GB,NaN,Flash Storage,NaN,Windows - 10,1.6,93099.0
Lenovo,Notebook,15.6,32,Nvidia Quadro M2200M,2.5kg,3840x2160,1,0,0,0,3.1,1,0,1TB,NaN,SSD,NaN,Windows - 10,2.5,130685.7
Dell,Gaming,15.6,16,Nvidia GeForce GTX 960<U+039C>,2.59kg,1920x1080,0,0,0,0,2.6,1,0,1TB,NaN,HDD,NaN,Windows - 10,2.59,234484.5
Dell,Notebook,15.6,4,Intel HD Graphics 520,2.18kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Linux,2.18,118414.5
Dell,Notebook,15.6,4,Intel HD Graphics 520,2.25kg,1366x768,0,0,0,0,2.0,1,0,1TB,NaN,HDD,NaN,Linux,2.25,95766.59999999999
Dell,Notebook,15.6,4,Intel HD Graphics 620,1.93kg,1366x768,0,0,0,0,2.6,1,0,500GB,NaN,HDD,NaN,Linux,1.93,231814.19999999998
Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,3kg,1920x1080,0,0,0,0,2.8,1,0,128GB,1TB,SSD ,HDD,Windows - 10,3.0,31157.399999999998
Dell,Notebook,15.6,4,AMD Radeon R5 M420,2.18kg,1920x1080,0,0,0,0,2.5,1,0,128GB,NaN,SSD,NaN,Linux,2.18,151786.19999999998
